state,startdate,enddate,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,poll_id
U.S.,23-07-2016,27-07-2016,42.63642,38.67922,3.268878,44710
U.S.,16-08-2016,22-08-2016,46.64438,45.40097,,44932
Texas,24-08-2016,30-08-2016,41.41243,45.99142,3.733715,45533
U.S.,21-07-2016,25-07-2016,41.86897,39.8268,3.573298,44687
U.S.,29-09-2016,30-09-2016,41.81554,39.20124,6.948958,46326
U.S.,09-06-2016,09-08-2016,44.49807,40.55916,3.531426,46209
Virginia,17-08-2016,23-08-2016,43.36882,37.82578,7.101874,45585
U.S.,25-07-2016,29-07-2016,41.17585,38.57351,2.660664,44712
U.S.,15-08-2016,21-08-2016,46.20854,45.28068,,44917
U.S.,24-07-2016,28-07-2016,41.6849,38.88964,3.064445,44711
U.S.,30-08-2016,09-05-2016,45.66143,42.37594,,45338
U.S.,17-05-2016,20-05-2016,45.82776,47.20995,,44116
North Carolina,17-08-2016,23-08-2016,39.89734,46.15858,3.791873,45567
New Jersey,17-08-2016,23-08-2016,45.05251,40.6913,3.451874,45571
U.S.,19-09-2016,25-09-2016,45.71957,41.09986,4.543186,46100
U.S.,29-08-2016,09-04-2016,44.85604,42.72487,,45324
U.S.,31-07-2016,08-04-2016,41.39175,41.83352,3.296546,44776
North Carolina,08-05-2016,18-08-2016,46.28855,46.59472,,44970
U.S.,20-07-2016,24-07-2016,42.54972,39.28017,3.976647,44688
California,24-08-2016,30-08-2016,51.17346,34.80143,4.143715,45494
U.S.,27-07-2016,31-07-2016,44.80124,37.30665,2.538944,44750
U.S.,26-07-2016,30-07-2016,43.13741,37.59637,2.849237,44751
U.S.,19-07-2016,23-07-2016,41.36327,40.81021,3.676661,44689
U.S.,29-07-2016,08-02-2016,44.46505,39.46707,2.329476,44778
Michigan,08-05-2016,18-08-2016,42.62685,43.95858,,44959
Arizona,17-08-2016,23-08-2016,42.31733,35.96852,7.041873,45544
Illinois,24-08-2016,30-08-2016,41.99398,37.21899,5.283715,45503
Indiana,17-08-2016,23-08-2016,38.92188,44.83037,5.731874,45555
Colorado,17-08-2016,23-08-2016,47.83324,33.14737,6.781873,45546
Colorado,29-07-2016,18-08-2016,40.55921,39.38944,,44944
U.S.,28-07-2016,08-01-2016,43.84123,37.7365,2.530338,44749
Alabama,08-10-2016,16-08-2016,25.98198,63.60407,1.69027,45592
U.S.,25-08-2016,27-08-2016,44.54395,41.9576,2.400305,46200
Maryland,08-10-2016,16-08-2016,55.57236,30.72333,4.47027,45610
U.S.,28-08-2016,09-03-2016,44.47593,43.08921,,45323
U.S.,30-07-2016,08-03-2016,43.0545,41.16756,3.318522,44777
Oregon,08-10-2016,16-08-2016,52.06794,35.89933,2.13027,45627
U.S.,14-08-2016,20-08-2016,46.33855,45.62048,,44910
Missouri,17-08-2016,23-08-2016,42.66881,43.61077,4.621873,45564
U.S.,18-07-2016,22-07-2016,40.1634,42.2665,3.378626,44665
U.S.,27-06-2016,28-06-2016,50.38985,48.70797,,44494
Michigan,17-08-2016,23-08-2016,40.56823,42.04488,3.861874,45562
U.S.,27-08-2016,09-02-2016,44.45053,43.36046,,45322
U.S.,18-06-2016,20-06-2016,46.65634,44.01337,1.724218,44391
Pennsylvania,17-08-2016,23-08-2016,44.15115,41.66928,4.141874,45578
U.S.,04-10-2016,14-04-2016,48.81318,42.85583,,42182
Tennessee,08-10-2016,16-08-2016,31.49294,50.92651,5.62027,45632
Iowa,08-10-2016,16-08-2016,44.68824,37.93145,6.55027,45602
Massachusetts,08-10-2016,16-08-2016,57.50779,31.77672,6.02027,45609
U.S.,08-04-2016,08-05-2016,45.17194,40.69464,3.598046,44783
U.S.,26-08-2016,09-01-2016,45.42588,42.16641,,45269
West Virginia,21-02-2016,22-02-2016,23.79771,60.96923,,44179
Wisconsin,17-08-2016,23-08-2016,49.24603,37.00656,2.681874,45588
U.S.,16-07-2016,20-07-2016,43.12959,39.19236,4.4892,44664
U.S.,17-07-2016,21-07-2016,42.8791,38.70055,4.982545,44666
U.S.,15-07-2016,19-07-2016,44.37434,38.69432,3.598085,44626
New Hampshire,02-05-2016,02-07-2016,43.88165,41.56755,,36053
U.S.,13-08-2016,19-08-2016,47.5275,44.09391,,44909
U.S.,25-08-2016,31-08-2016,44.47981,43.16047,,45255
U.S.,09-05-2016,09-07-2016,44.5221,39.60734,4.500158,46207
Georgia,08-10-2016,16-08-2016,34.10197,50.82857,4.66027,45600
U.S.,06-02-2016,06-05-2016,45.31447,43.71259,,44202
Washington,08-10-2016,16-08-2016,49.99674,37.02578,2.57027,45637
U.S.,14-07-2016,18-07-2016,44.08464,37.12077,4.604844,44627
U.S.,23-08-2016,25-08-2016,43.52776,42.01962,3.40612,46198
Texas,17-08-2016,23-08-2016,40.02802,47.66959,4.611873,45583
Pennsylvania,03-01-2016,03-02-2016,42.35798,40.19485,,36573
U.S.,24-08-2016,30-08-2016,43.93398,43.46234,,45240
Ohio,17-08-2016,23-08-2016,37.93213,44.25573,3.401873,45575
U.S.,24-08-2016,26-08-2016,44.53467,40.98587,3.40418,46199
New York,17-08-2016,23-08-2016,46.31335,36.68256,3.691873,45574
U.S.,08-01-2016,08-02-2016,46.15664,44.19529,2.790692,44766
U.S.,13-07-2016,17-07-2016,46.09665,36.43079,5.00656,44628
U.S.,27-08-2016,29-08-2016,44.56567,41.90386,3.401581,46202
U.S.,07-12-2016,16-07-2016,46.00243,36.53831,4.406535,44629
U.S.,04-08-2016,04-12-2016,49.56812,43.02116,,42174
Missouri,03-03-2016,03-10-2016,38.07117,45.88387,,36590
Minnesota,08-10-2016,16-08-2016,47.53857,35.4036,5.02027,45613
U.S.,07-11-2016,15-07-2016,46.40183,35.04837,4.820349,44600
U.S.,18-07-2016,19-07-2016,43.04879,44.46638,,44651
U.S.,09-12-2016,18-09-2016,45.94358,41.29691,4.263735,45894
Florida,17-08-2016,23-08-2016,39.76531,49.43051,3.541873,45549
U.S.,08-12-2016,18-08-2016,47.1807,44.24657,,44908
U.S.,04-11-2016,13-04-2016,48.53471,44.06347,,39842
U.S.,26-08-2016,28-08-2016,45.55357,41.92946,2.399927,46201
California,17-08-2016,23-08-2016,47.85719,36.68832,5.611873,45545
U.S.,23-08-2016,29-08-2016,44.37754,43.27366,,45145
Virginia,08-10-2016,16-08-2016,46.94103,35.40731,8.400269,45635
Michigan,08-10-2016,16-08-2016,43.87743,38.61275,4.32027,45612
U.S.,08-10-2016,16-08-2016,43.44602,41.30824,4.59027,45247
Illinois,17-08-2016,23-08-2016,42.5488,37.72075,4.761874,45554
U.S.,07-10-2016,14-07-2016,47.20728,34.16558,4.726974,44601
U.S.,08-11-2016,17-08-2016,47.66347,43.86594,,44894
U.S.,22-08-2016,28-08-2016,45.64606,42.19973,,45041
U.S.,09-04-2016,09-06-2016,45.5357,38.65126,4.469775,46206
U.S.,08-10-2016,16-08-2016,48.78028,42.72776,,44887
U.S.,07-09-2016,13-07-2016,47.61966,34.57279,4.535181,44602
Colorado,08-10-2016,16-08-2016,43.62893,37.73256,8.190269,45596
Pennsylvania,03-01-2016,03-11-2016,43.09492,37.97779,,44028
U.S.,21-08-2016,27-08-2016,46.2576,41.93489,,45039
U.S.,17-03-2016,23-03-2016,45.44303,40.86216,,36666
Wisconsin,20-03-2016,22-03-2016,44.41214,36.92466,,36647
Georgia,22-02-2016,23-02-2016,37.32735,48.54124,,36467
U.S.,29-08-2016,09-04-2016,43.45958,40.96514,5.191359,45339
U.S.,02-11-2016,16-02-2016,46.40141,40.90298,,36433
North Carolina,23-04-2016,25-04-2016,50.69578,43.9985,4.183327,44014
U.S.,07-08-2016,07-12-2016,46.60849,35.77538,3.547482,44560
Arizona,08-10-2016,16-08-2016,43.91563,42.53823,4.230269,45594
New Jersey,08-10-2016,16-08-2016,49.19036,38.25198,2.17027,45621
North Carolina,08-10-2016,16-08-2016,40.07234,44.64429,2.71027,45617
Indiana,08-10-2016,16-08-2016,38.25461,45.14082,6.97027,45605
U.S.,07-07-2016,07-11-2016,47.8824,36.17657,2.454134,44561
Colorado,26-02-2016,29-02-2016,45.12978,39.85341,,44166
U.S.,20-08-2016,26-08-2016,46.62971,41.59995,,45038
U.S.,26-07-2016,27-07-2016,44.76067,42.32358,,44702
U.S.,28-08-2016,30-08-2016,43.5736,40.87165,4.402294,46203
U.S.,08-09-2016,15-08-2016,48.58507,42.68804,,44874
U.S.,29-07-2016,30-07-2016,45.5847,43.27814,5.71019,44716
Ohio,03-02-2016,03-06-2016,48.09117,43.10528,,36570
U.S.,16-06-2016,16-06-2016,50.72303,47.67512,,44364
Missouri,08-10-2016,16-08-2016,45.55072,38.15294,6.27027,45614
Pennsylvania,14-03-2016,20-03-2016,44.74775,37.09706,,36652
California,06-09-2016,06-10-2016,55.20113,30.48699,-0.6486948,44244
U.S.,07-06-2016,07-10-2016,46.76393,38.47627,1.758928,44562
U.S.,07-12-2016,13-07-2016,38.11315,45.56404,,44583
U.S.,07-05-2016,07-09-2016,46.45029,38.17606,1.768142,44563
Idaho,04-08-2016,19-04-2016,29.73028,51.44349,,44175
U.S.,29-08-2016,31-08-2016,44.57511,39.84257,5.396727,46204
U.S.,19-08-2016,25-08-2016,45.595,42.67551,,44991
U.S.,07-04-2016,07-08-2016,46.83354,38.08454,1.872842,44520
New York,14-03-2016,16-03-2016,52.96577,35.34126,,36628
U.S.,14-07-2016,16-07-2016,43.32436,42.08817,5.786412,44614
U.S.,21-08-2016,23-08-2016,45.50075,41.09486,3.406677,46196
Pennsylvania,08-10-2016,16-08-2016,47.0039,39.98968,3.36027,45628
U.S.,07-03-2016,07-07-2016,47.222,37.59045,1.981009,44521
U.S.,22-07-2016,24-07-2016,42.74649,45.33438,4.75315,44675
U.S.,07-01-2016,07-05-2016,46.69748,36.498,3.684361,44507
U.S.,09-05-2016,09-11-2016,44.37111,43.70245,4.340039,45719
U.S.,18-08-2016,24-08-2016,46.22942,42.4902,,44984
U.S.,08-08-2016,14-08-2016,48.35399,43.18731,,44861
U.S.,17-03-2016,24-03-2016,49.63845,41.05568,,36680
Wisconsin,08-10-2016,16-08-2016,50.95316,34.19875,3.63027,45638
U.S.,07-02-2016,07-06-2016,45.70897,38.09436,3.183336,44522
U.S.,28-03-2016,04-02-2016,47.93755,37.7774,,36685
U.S.,30-06-2016,07-04-2016,46.48278,37.90395,3.683966,44508
U.S.,17-08-2016,23-08-2016,47.18329,41.76151,,44928
U.S.,08-07-2016,13-08-2016,46.91585,44.07752,,44853
Florida,30-01-2016,02-06-2016,45.17537,41.85483,,36063
Ohio,08-10-2016,16-08-2016,36.25211,43.24193,4.20027,45625
New York,08-10-2016,16-08-2016,47.98239,35.63075,2.19027,45624
U.S.,20-05-2016,23-05-2016,43.05745,43.55912,,44147
U.S.,08-06-2016,08-12-2016,47.42773,43.7308,,44855
U.S.,22-08-2016,24-08-2016,43.51913,42.04938,3.408801,46197
U.S.,08-05-2016,08-11-2016,47.75349,43.67826,,44854
U.S.,16-08-2016,22-08-2016,46.06324,42.69716,,44913
U.S.,29-06-2016,07-03-2016,45.9684,38.4051,3.482948,44509
U.S.,03-03-2016,03-06-2016,47.35114,42.27276,,36557
U.S.,20-08-2016,22-08-2016,44.45597,41.16193,2.409477,46195
Texas,08-10-2016,16-08-2016,37.76996,49.97171,3.77027,45633
Florida,08-10-2016,16-08-2016,41.18581,47.91564,3.23027,45599
U.S.,28-06-2016,07-02-2016,46.25278,37.80784,3.781207,44510
Florida,16-05-2016,19-05-2016,43.3344,43.07651,,44114
Pennsylvania,02-11-2016,16-02-2016,42.98292,47.18929,,36446
Virginia,23-03-2016,04-03-2016,44.04929,36.58629,,44029
U.S.,15-08-2016,21-08-2016,45.33739,43.32687,,44906
U.S.,07-08-2016,07-10-2016,44.30878,44.13528,6.833986,44537
U.S.,16-03-2016,21-03-2016,45.44147,41.72123,,36646
U.S.,07-05-2016,07-05-2016,41.18316,43.75595,5.975156,44513
U.S.,24-06-2016,27-06-2016,44.11712,43.18296,5.855297,44420
U.S.,27-06-2016,07-01-2016,45.73461,37.61083,3.27978,44491
U.S.,08-04-2016,08-10-2016,47.3627,43.7716,,44836
U.S.,19-08-2016,21-08-2016,46.38902,40.25249,2.418085,46194
California,08-10-2016,16-08-2016,50.38611,35.02676,4.79027,45595
Michigan,07-05-2016,07-11-2016,38.73542,34.24837,,44671
Illinois,08-10-2016,16-08-2016,43.73949,36.14546,5.83027,45604
U.S.,14-08-2016,20-08-2016,44.7174,43.83666,,44900
U.S.,24-03-2016,26-03-2016,45.84962,42.08928,,36664
U.S.,17-03-2016,20-03-2016,51.16719,41.31857,,36639
U.S.,13-08-2016,19-08-2016,45.21635,43.1601,,44899
U.S.,08-03-2016,08-09-2016,46.02364,44.52593,,44822
U.S.,15-09-2016,16-09-2016,39.93812,42.71972,4.415577,45885
U.S.,08-12-2016,18-08-2016,46.12955,42.42275,,44892
U.S.,26-06-2016,30-06-2016,46.91577,36.41327,2.677849,44492
U.S.,29-07-2016,08-04-2016,48.08809,42.35705,,44779
U.S.,22-08-2016,28-08-2016,43.43272,41.17312,4.186037,45146
U.S.,25-06-2016,29-06-2016,46.80081,36.41722,2.977148,44493
U.S.,08-02-2016,08-08-2016,46.43175,43.62166,,44816
U.S.,08-11-2016,17-08-2016,45.54233,42.56212,,44885
U.S.,20-03-2016,22-03-2016,49.00885,40.75745,,36650
U.S.,28-06-2016,29-06-2016,39.9571,44.63767,,44461
U.S.,24-06-2016,28-06-2016,46.99073,36.72425,2.775445,44442
U.S.,17-03-2016,20-03-2016,49.06246,42.66884,,36638
U.S.,30-06-2016,07-04-2016,43.20918,44.16267,5.863818,44506
U.S.,08-10-2016,16-08-2016,45.68913,42.38394,,44873
U.S.,23-06-2016,27-06-2016,46.78638,36.22499,2.570041,44443
U.S.,18-08-2016,20-08-2016,44.30625,41.3544,2.426034,46193
U.S.,08-01-2016,08-07-2016,47.04216,42.90519,,44801
U.S.,22-06-2016,26-06-2016,46.57439,36.8239,3.264647,44444
U.S.,19-04-2016,20-04-2016,46.00628,43.46912,,43996
U.S.,31-07-2016,08-06-2016,48.36192,41.67765,,44790
U.S.,03-03-2016,03-06-2016,49.24004,41.3451,,36562
U.S.,20-06-2016,24-06-2016,48.05595,36.41959,3.459068,44403
U.S.,21-06-2016,25-06-2016,46.46848,36.91923,3.76253,44445
U.S.,15-08-2016,17-08-2016,45.03417,42.67792,3.444265,46190
U.S.,08-09-2016,15-08-2016,46.99393,41.33422,,44858
U.S.,17-08-2016,19-08-2016,46.22165,40.46357,3.432037,46192
U.S.,19-06-2016,23-06-2016,47.04234,36.32347,3.553022,44404
U.S.,15-06-2016,20-06-2016,43.03071,45.16867,4.823984,44366
U.S.,05-06-2016,05-09-2016,42.60632,42.5036,,44049
U.S.,30-07-2016,08-05-2016,47.80997,42.22918,,44792
U.S.,14-08-2016,16-08-2016,46.95429,40.76402,3.459002,46189
Michigan,22-02-2016,27-02-2016,43.27061,39.93916,,36494
U.S.,18-06-2016,22-06-2016,47.93072,37.52376,3.249617,44405
U.S.,07-09-2016,15-07-2016,43.3951,37.86987,,44723
U.S.,08-08-2016,14-08-2016,47.09285,41.29349,,44851
U.S.,07-08-2016,14-07-2016,42.71121,40.28081,,44722
U.S.,08-06-2016,08-08-2016,49.79162,39.94494,1.631407,46181
U.S.,16-08-2016,18-08-2016,46.12875,41.5734,3.438055,46191
Ohio,02-11-2016,20-02-2016,35.87344,41.22263,,36430
U.S.,17-06-2016,21-06-2016,47.41769,37.31745,2.946244,44387
U.S.,13-08-2016,15-08-2016,46.89929,41.82426,2.479196,46188
Illinois,01-09-2016,01-09-2016,38.53131,28.82602,,44361
U.S.,13-03-2016,17-03-2016,43.86617,41.50565,,44920
U.S.,26-07-2016,08-01-2016,47.18611,44.18438,,44753
U.S.,28-07-2016,08-03-2016,47.82496,42.14532,,44769
U.S.,20-06-2016,21-06-2016,44.84618,40.63167,,44397
North Carolina,15-02-2016,19-02-2016,44.92101,42.10117,,36413
U.S.,16-06-2016,20-06-2016,48.30432,36.10996,3.044132,44388
U.S.,08-05-2016,08-07-2016,49.79036,40.9412,2.662087,46180
U.S.,07-10-2016,16-07-2016,43.58472,36.85342,,44724
U.S.,07-11-2016,17-07-2016,44.38008,37.53585,,44725
U.S.,08-07-2016,13-08-2016,47.79471,40.8437,,44845
U.S.,27-07-2016,08-02-2016,47.84099,43.68341,,44760
U.S.,15-06-2016,19-06-2016,46.48832,36.4043,3.346814,44389
U.S.,25-07-2016,31-07-2016,48.14614,43.66616,,44739
U.S.,14-06-2016,18-06-2016,48.07295,35.30442,2.448916,44390
Minnesota,18-01-2016,20-01-2016,40.70547,39.25222,,35961
U.S.,24-07-2016,30-07-2016,46.89527,44.84993,,44738
U.S.,13-06-2016,17-06-2016,45.46295,34.99928,3.143899,44355
U.S.,07-12-2016,18-07-2016,43.88185,39.3336,,44726
U.S.,08-06-2016,08-12-2016,47.17658,41.55698,,44844
U.S.,06-12-2016,16-06-2016,46.7534,32.99085,3.73733,44356
U.S.,13-07-2016,19-07-2016,43.89753,41.1215,,44727
U.S.,14-07-2016,20-07-2016,43.81001,43.07452,,44728
U.S.,08-12-2016,14-08-2016,47.8688,38.84903,2.496481,46187
U.S.,06-11-2016,15-06-2016,45.04507,33.38115,3.730749,44357
U.S.,15-07-2016,21-07-2016,43.46668,44.86432,,44729
New Hampshire,02-04-2016,02-06-2016,43.88824,40.54473,,36047
U.S.,23-07-2016,29-07-2016,47.12796,44.76182,,44737
U.S.,06-10-2016,14-06-2016,44.93376,33.5777,3.421346,44237
U.S.,21-07-2016,27-07-2016,46.14858,45.45519,,44735
U.S.,08-04-2016,08-06-2016,48.786,40.93045,1.688479,46179
U.S.,08-05-2016,08-11-2016,45.70234,42.42445,,44835
U.S.,14-06-2016,15-06-2016,44.75827,40.59895,,44349
U.S.,06-09-2016,13-06-2016,44.52646,32.2741,4.812184,44238
U.S.,08-11-2016,13-08-2016,45.84683,41.87409,3.514614,46186
U.S.,22-07-2016,28-07-2016,46.42145,45.22685,,44736
U.S.,16-07-2016,22-07-2016,43.45601,45.7201,,44730
U.S.,20-07-2016,26-07-2016,45.43677,45.5154,,44734
U.S.,06-08-2016,06-12-2016,45.11832,32.16832,4.405582,44239
U.S.,06-07-2016,06-11-2016,45.10958,33.75501,4.099254,44241
U.S.,19-07-2016,25-07-2016,45.05786,45.83652,,44733
U.S.,08-07-2016,08-09-2016,50.80279,38.93907,2.604059,46182
U.S.,08-04-2016,08-10-2016,46.31156,42.67778,,44821
U.S.,08-10-2016,08-12-2016,44.82647,42.89663,4.532888,46185
U.S.,24-02-2016,27-02-2016,50.19313,44.07003,,36490
U.S.,15-08-2016,21-08-2016,45.11716,42.65336,4.213894,44915
U.S.,02-11-2016,15-02-2016,40.74275,45.19511,,36369
Virginia,18-02-2016,22-02-2016,47.83192,38.75778,,44178
U.S.,08-09-2016,08-11-2016,45.81654,42.91615,3.55798,46184
U.S.,22-04-2016,26-04-2016,42.97561,42.39213,,43806
U.S.,09-01-2016,09-02-2016,41.49536,40.06728,5.324701,45393
New Hampshire,02-03-2016,02-05-2016,44.89526,40.52064,,36044
U.S.,06-01-2016,06-05-2016,47.36264,34.79867,,44199
U.S.,08-03-2016,08-09-2016,46.4225,42.84211,,44814
New Jersey,24-02-2016,28-02-2016,51.16059,39.24588,,44183
U.S.,06-01-2016,06-05-2016,46.68903,44.85738,,44204
U.S.,31-05-2016,06-04-2016,46.54489,34.78436,,44200
U.S.,17-07-2016,23-07-2016,43.9591,46.1544,,44731
U.S.,06-02-2016,06-06-2016,45.97582,35.11667,,44198
U.S.,18-07-2016,24-07-2016,44.45823,46.18773,,44732
Florida,13-03-2016,17-03-2016,48.53322,37.94634,,44921
U.S.,08-08-2016,08-10-2016,48.80727,40.92977,1.58342,46183
U.S.,06-06-2016,06-10-2016,46.09912,33.24535,4.192511,44210
Iowa,01-08-2016,01-10-2016,39.94231,41.52548,,35857
U.S.,08-02-2016,08-08-2016,46.62061,42.78784,,44798
U.S.,30-05-2016,06-03-2016,46.32543,35.87025,,44190
U.S.,06-06-2016,06-07-2016,40.84825,40.69909,4.879824,44208
U.S.,21-03-2016,24-03-2016,51.22579,38.17333,,44871
U.S.,29-05-2016,06-02-2016,46.7071,36.25687,,44191
U.S.,08-01-2016,08-07-2016,46.53102,43.10137,,44787
New Hampshire,02-02-2016,02-04-2016,42.90519,41.49698,,44182
U.S.,05-10-2016,05-10-2016,48.96391,47.86497,,44052
U.S.,28-05-2016,06-01-2016,45.69069,36.8433,,44192
U.S.,31-07-2016,08-06-2016,46.18077,43.26383,,44782
U.S.,30-07-2016,08-05-2016,46.11883,43.50537,,44780
U.S.,02-10-2016,15-02-2016,43.58174,44.20558,,36351
U.S.,29-07-2016,08-04-2016,46.82695,43.82323,,44772
U.S.,18-03-2016,21-03-2016,45.18183,43.08039,,44872
U.S.,06-05-2016,06-09-2016,45.9871,32.33359,4.485677,44211
U.S.,24-05-2016,30-05-2016,44.55605,43.76965,,44171
U.S.,31-05-2016,06-01-2016,40.78152,40.63069,4.839715,44184
U.S.,27-05-2016,31-05-2016,45.77114,35.8308,,44168
U.S.,26-07-2016,08-01-2016,45.45497,43.93056,,44744
U.S.,28-07-2016,08-03-2016,46.61382,43.24151,,44762
U.S.,27-07-2016,08-02-2016,45.69984,44.16959,,44755
U.S.,15-02-2016,17-02-2016,47.08783,44.23861,,36392
U.S.,14-02-2016,16-02-2016,48.37509,43.01193,,36374
Kansas,19-02-2016,26-02-2016,35.12917,47.86329,,36533
U.S.,26-05-2016,30-05-2016,45.85042,36.42086,,44169
New Hampshire,15-11-2015,17-11-2015,46.98879,39.23964,,35384
U.S.,25-07-2016,31-07-2016,44.835,44.52234,,44718
U.S.,25-05-2016,29-05-2016,45.52966,36.51094,,44158
U.S.,24-05-2016,28-05-2016,44.10944,36.89922,,44159
U.S.,23-05-2016,27-05-2016,42.88746,38.29021,,44153
U.S.,24-07-2016,30-07-2016,44.96413,44.11611,,44715
U.S.,08-08-2016,14-08-2016,44.72551,42.08288,4.314745,44859
U.S.,15-07-2016,21-07-2016,46.20554,41.8805,,44662
U.S.,14-07-2016,20-07-2016,46.24887,41.49071,,44649
U.S.,08-03-2016,08-05-2016,47.78493,39.9113,2.715118,46178
U.S.,22-05-2016,26-05-2016,41.76265,39.48838,,44154
U.S.,23-07-2016,29-07-2016,45.04682,44.26801,,44708
U.S.,17-07-2016,23-07-2016,45.09796,43.10059,,44670
Arizona,12-04-2015,12-09-2015,40.1995,42.75058,,35447
U.S.,13-07-2016,19-07-2016,45.35639,41.64768,,44631
U.S.,16-07-2016,22-07-2016,45.48486,42.47629,,44667
Alaska,01-05-2016,01-12-2016,41.65445,48.04663,,35997
U.S.,21-05-2016,25-05-2016,43.44071,38.27579,,44155
U.S.,18-07-2016,24-07-2016,44.93708,43.15392,,44673
U.S.,20-05-2016,24-05-2016,41.91879,38.1632,,44139
U.S.,08-02-2016,08-04-2016,47.78989,39.88232,1.744181,46177
U.S.,22-07-2016,28-07-2016,44.24031,44.14304,,44705
U.S.,07-12-2016,18-07-2016,44.94071,42.15979,,44620
U.S.,23-05-2016,24-05-2016,40.42381,40.35388,,44152
Alabama,01-12-2016,01-12-2016,30.8459,67.32191,,44863
U.S.,06-08-2016,06-09-2016,43.93597,40.11372,4.779106,44213
U.S.,19-05-2016,23-05-2016,41.39794,38.65574,,44140
U.S.,19-07-2016,25-07-2016,44.91672,43.78271,,44684
U.S.,08-01-2016,08-03-2016,46.82172,40.83852,1.76683,46176
U.S.,07-11-2016,17-07-2016,44.93894,41.76204,,44615
U.S.,21-07-2016,27-07-2016,44.03744,44.70137,,44699
U.S.,18-05-2016,22-05-2016,42.17958,37.54653,,44141
U.S.,15-11-2015,12-02-2015,50.03764,41.48533,,35415
U.S.,20-07-2016,26-07-2016,44.40562,44.22159,,44691
U.S.,02-02-2016,02-03-2016,44.94674,40.21077,,36025
U.S.,06-04-2016,06-08-2016,43.87819,34.12388,3.878121,44212
U.S.,17-05-2016,21-05-2016,42.35831,37.74027,,44142
U.S.,16-05-2016,20-05-2016,41.22761,38.84825,,44090
U.S.,07-10-2016,16-07-2016,44.44358,41.6796,,44607
U.S.,18-08-2016,19-08-2016,44.50569,39.51139,6.329823,44916
U.S.,15-05-2016,19-05-2016,41.69882,38.25659,,44091
U.S.,07-09-2016,15-07-2016,44.55395,41.09606,,44604
U.S.,17-12-2015,20-12-2015,47.18688,45.03668,,35465
Florida,15-01-2016,18-01-2016,44.60415,48.31804,,35889
U.S.,14-05-2016,18-05-2016,42.3755,37.95471,,44092
U.S.,26-03-2016,29-03-2016,44.14553,43.16893,,36675
U.S.,13-05-2016,17-05-2016,42.74559,39.24387,,44074
U.S.,17-05-2016,18-05-2016,37.28876,43.31375,,44085
U.S.,02-02-2016,02-04-2016,45.65405,41.98668,,36031
U.S.,05-05-2016,05-09-2016,45.95464,42.6541,,44050
U.S.,05-11-2016,15-05-2016,44.20104,44.70022,,44073
U.S.,07-08-2016,14-07-2016,43.67007,41.007,,44593
Iowa,11-10-2015,16-11-2015,41.85953,41.09665,,35392
U.S.,05-12-2016,16-05-2016,42.31448,39.54705,,44075
South Carolina,11-10-2015,16-11-2015,42.21781,45.55769,,35394
U.S.,07-07-2016,13-07-2016,43.16911,42.11978,,44594
U.S.,05-11-2016,15-05-2016,43.27465,38.64151,,44076
U.S.,05-10-2016,14-05-2016,42.53065,39.74061,,44077
U.S.,07-06-2016,07-12-2016,43.04776,42.52574,,44595
U.S.,05-09-2016,13-05-2016,41.89078,40.83324,,44054
U.S.,21-01-2016,24-01-2016,46.45732,46.32761,,35971
U.S.,05-08-2016,05-12-2016,39.74915,41.3296,,44055
U.S.,05-07-2016,05-11-2016,42.50666,39.1181,,44056
New Hampshire,11-06-2015,16-11-2015,45.40125,38.46687,,35393
